document_id,word,TF,DF,IDF,TF-IDF
145,gaza,0.0833,4,6.1591,0.5133
145,calls,0.0833,5,5.9767,0.4981
145,brutality,0.0833,1,7.0753,0.5896
145,immune,0.0833,1,7.0753,0.5896
145,israeli,0.0833,2,6.6699,0.5558
145,jerusalem,0.0833,7,5.6891,0.4741
145,justice,0.0833,2,6.6699,0.5558
145,palestinian,0.0833,1,7.0753,0.5896
146,is,0.05,163,2.6686,0.1334
146,and,0.05,147,2.7713,0.1386
146,im,0.05,33,4.2421,0.2121
146,not,0.05,57,3.7081,0.1854
146,for,0.05,152,2.7381,0.1369
146,on,0.05,108,3.0771,0.1539
146,or,0.05,22,4.633,0.2316
146,it,0.05,70,3.5058,0.1753
146,if,0.05,29,4.3673,0.2184
146,some,0.05,17,4.8781,0.2439
146,else,0.05,5,5.9767,0.2988
146,wait,0.05,7,5.6891,0.2845
146,david,0.05,10,5.3706,0.2685
146,nvm,0.05,1,7.0753,0.3538
146,reason,0.05,4,6.1591,0.308
146,ross,0.05,1,7.0753,0.3538
146,someone,0.05,4,6.1591,0.308
146,sure,0.05,8,5.5713,0.2786
146,thats,0.05,8,5.5713,0.2786
146,verlander,0.05,7,5.6891,0.2845
147,israel,0.1111,12,5.2035,0.5782
147,user,0.3333,347,1.9163,0.6388
147,everyone,0.1111,7,5.6891,0.6321
147,jerusalem,0.1111,7,5.6891,0.6321
147,blessings,0.1111,2,6.6699,0.7411
147,shabbat,0.1111,1,7.0753,0.7861
147,shalom,0.1111,2,6.6699,0.7411
148,to,0.1429,227,2.3391,0.3342
148,deep,0.1429,5,5.9767,0.8538
148,learning,0.1429,6,5.8226,0.8318
148,full,0.1429,8,5.5713,0.7959
148,gallery,0.1429,1,7.0753,1.0108
148,mac,0.1429,1,7.0753,1.0108
148,throat,0.1429,1,7.0753,1.0108
149,and,0.1,147,2.7713,0.2771
149,catholic,0.2,2,6.6699,1.334
149,francis,0.1,3,6.3822,0.6382
149,pope,0.1,2,6.6699,0.667
149,live,0.1,9,5.4659,0.5466
149,on,0.1,108,3.0771,0.3077
149,discussing,0.1,1,7.0753,0.7075
149,faith,0.1,1,7.0753,0.7075
149,radio,0.1,2,6.6699,0.667
150,a,0.1176,191,2.511,0.2954
150,of,0.1176,180,2.57,0.3024
150,efron,0.1176,7,5.6891,0.6693
150,zac,0.1176,7,5.6891,0.6693
150,i,0.0588,114,3.0236,0.1779
150,that,0.0588,74,3.451,0.203
150,time,0.0588,14,5.0604,0.2977
150,photo,0.1176,7,5.6891,0.6693
150,taking,0.0588,2,6.6699,0.3923
150,efronception,0.0588,1,7.0753,0.4162
150,picture,0.0588,3,6.3822,0.3754
150,took,0.0588,5,5.9767,0.3516
151,to,0.0833,227,2.3391,0.1949
151,up,0.0833,31,4.3028,0.3586
151,you,0.0833,79,3.3865,0.2822
151,on,0.0833,108,3.0771,0.2564
151,when,0.0833,22,4.633,0.3861
151,thanksgiving,0.0833,16,4.9353,0.4113
151,after,0.0833,11,5.2836,0.4403
151,getting,0.0833,4,6.1591,0.5133
151,asf,0.0833,1,7.0753,0.5896
151,sick,0.0833,2,6.6699,0.5558
151,turnt,0.0833,1,7.0753,0.5896
151,wake,0.0833,2,6.6699,0.5558
152,and,0.0714,147,2.7713,0.1979
152,are,0.0714,59,3.6741,0.2624
152,that,0.0714,74,3.451,0.2465
152,why,0.0714,15,4.9959,0.3569
152,some,0.1429,17,4.8781,0.6969
152,great,0.0714,17,4.8781,0.3484
152,was,0.0714,41,4.0308,0.2879
152,hillary,0.1429,7,5.6891,0.8127
152,acting,0.0714,2,6.6699,0.4764
152,angryarab,0.0714,1,7.0753,0.5054
152,chomsky,0.0714,1,7.0753,0.5054
152,leftists,0.0714,9,5.4659,0.3904
153,a,0.04,191,2.511,0.1004
153,have,0.04,49,3.8565,0.1543
153,is,0.04,163,2.6686,0.1067
153,to,0.08,227,2.3391,0.1871
153,with,0.04,67,3.549,0.142
153,and,0.04,147,2.7713,0.1109
153,he,0.04,32,4.272,0.1709
153,me,0.04,27,4.4363,0.1775
153,i,0.04,114,3.0236,0.1209
153,for,0.04,152,2.7381,0.1095
153,good,0.04,22,4.633,0.1853
153,it,0.04,70,3.5058,0.1402
153,that,0.04,74,3.451,0.138
153,her,0.04,14,5.0604,0.2024
153,dems,0.04,7,5.6891,0.2276
153,enough,0.04,4,6.1591,0.2464
153,bit,0.04,3,6.3822,0.2553
153,concede,0.04,1,7.0753,0.283
153,g,0.04,2,6.6699,0.2668
153,gore,0.04,1,7.0753,0.283
153,rushing,0.04,1,7.0753,0.283
153,same,0.04,11,5.2836,0.2113
153,thought,0.04,6,5.8226,0.2329
153,told,0.04,1,7.0753,0.283
154,the,0.0833,295,2.0781,0.1732
154,to,0.0833,227,2.3391,0.1949
154,and,0.0833,147,2.7713,0.2309
154,come,0.0833,6,5.8226,0.4852
154,be,0.0833,57,3.7081,0.309
154,really,0.0833,16,4.9353,0.4113
154,wont,0.0833,4,6.1591,0.5133
154,barrontrump,0.0833,1,7.0753,0.5896
154,january,0.0833,2,6.6699,0.5558
154,melaniatrump,0.0833,1,7.0753,0.5896
154,moving,0.0833,3,6.3822,0.5318
154,whitehouse,0.0833,1,7.0753,0.5896
155,of,0.125,180,2.57,0.3212
155,user,0.125,347,1.9163,0.2395
155,via,0.125,19,4.7728,0.5966
155,parliamentary,0.125,1,7.0753,0.8844
155,resignation,0.125,1,7.0753,0.8844
155,saakashvilis,0.125,2,6.6699,0.8337
155,start,0.125,4,6.1591,0.7699
155,ukrainian,0.125,2,6.6699,0.8337
156,about,0.0714,37,4.1309,0.2951
156,user,0.0714,347,1.9163,0.1369
156,me,0.0714,27,4.4363,0.3169
156,i,0.0714,114,3.0236,0.216
156,trump,0.0714,61,3.6414,0.2601
156,it,0.0714,70,3.5058,0.2504
156,your,0.0714,32,4.272,0.3051
156,great,0.0714,17,4.8781,0.3484
156,feel,0.0714,7,5.6891,0.4064
156,darlena,0.0714,1,7.0753,0.5054
156,deplorables,0.0714,5,5.9767,0.4269
156,loved,0.0714,4,6.1591,0.4399
156,made,0.0714,8,5.5713,0.3979
156,piece,0.0714,3,6.3822,0.4559
157,a,0.04,191,2.511,0.1004
157,the,0.04,295,2.0781,0.0831
157,to,0.04,227,2.3391,0.0936
157,and,0.04,147,2.7713,0.1109
157,you,0.04,79,3.3865,0.1355
157,me,0.04,27,4.4363,0.1775
157,im,0.04,33,4.2421,0.1697
157,for,0.04,152,2.7381,0.1095
157,bank,0.04,2,6.6699,0.2668
157,get,0.04,28,4.4012,0.176
157,going,0.04,14,5.0604,0.2024
157,your,0.04,32,4.272,0.1709
157,can,0.04,37,4.1309,0.1652
157,hillary,0.04,7,5.6891,0.2276
157,recount,0.04,5,5.9767,0.2391
157,hey,0.04,3,6.3822,0.2553
157,ask,0.04,6,5.8226,0.2329
157,details,0.04,1,7.0753,0.283
157,into,0.04,6,5.8226,0.2329
157,later,0.04,2,6.6699,0.2668
157,liberals,0.04,10,5.3706,0.2148
157,money,0.04,8,5.5713,0.2229
157,presidency,0.04,2,6.6699,0.2668
157,send,0.04,4,6.1591,0.2464
157,try,0.04,4,6.1591,0.2464
158,have,0.0526,49,3.8565,0.203
158,my,0.0526,49,3.8565,0.203
158,to,0.0526,227,2.3391,0.1231
158,need,0.0526,14,5.0604,0.2663
158,for,0.1053,152,2.7381,0.2882
158,some,0.0526,17,4.8781,0.2567
158,these,0.0526,9,5.4659,0.2877
158,prices,0.0526,2,6.6699,0.351
158,blackfriday,0.0526,11,5.2836,0.2781
158,200,0.0526,1,7.0753,0.3724
158,drivers,0.0526,1,7.0753,0.3724
158,extra,0.0526,1,7.0753,0.3724
158,gas,0.0526,1,7.0753,0.3724
158,lbvs,0.0526,1,7.0753,0.3724
158,link,0.0526,3,6.3822,0.3359
158,stations,0.0526,1,7.0753,0.3724
158,uber,0.0526,5,5.9767,0.3146
158,use,0.0526,7,5.6891,0.2994
159,to,0.125,227,2.3391,0.2924
159,user,0.125,347,1.9163,0.2395
159,all,0.125,38,4.1049,0.5131
159,thanksgiving,0.125,16,4.9353,0.6169
159,happy,0.125,10,5.3706,0.6713
159,americans,0.125,4,6.1591,0.7699
159,fellow,0.125,2,6.6699,0.8337
159,native,0.125,3,6.3822,0.7978
160,and,0.0625,147,2.7713,0.1732
160,up,0.0625,31,4.3028,0.2689
160,by,0.0625,43,3.9843,0.249
160,in,0.0625,149,2.7579,0.1724
160,on,0.0625,108,3.0771,0.1923
160,animal,0.125,9,5.4659,0.6832
160,it,0.0625,70,3.5058,0.2191
160,testing,0.0625,6,5.8226,0.3639
160,your,0.0625,32,4.272,0.267
160,youre,0.0625,10,5.3706,0.3357
160,condoning,0.0625,1,7.0753,0.4422
160,face,0.0625,5,5.9767,0.3735
160,ingredients,0.0625,1,7.0753,0.4422
160,make,0.0625,11,5.2836,0.3302
160,putting,0.0625,2,6.6699,0.4169
161,to,0.0588,227,2.3391,0.1376
161,of,0.0588,180,2.57,0.1512
161,not,0.0588,57,3.7081,0.2181
161,voting,0.0588,5,5.9767,0.3516
161,in,0.0588,149,2.7579,0.1622
161,high,0.0588,3,6.3822,0.3754
161,case,0.0588,6,5.8226,0.3425
161,achieve,0.0588,2,6.6699,0.3923
161,action,0.0588,4,6.1591,0.3623
161,optin,0.0588,1,7.0753,0.4162
161,optout,0.0588,1,7.0753,0.4162
161,oregon,0.0588,1,7.0753,0.4162
161,participation,0.0588,2,6.6699,0.3923
161,rates,0.0588,2,6.6699,0.3923
161,science,0.0588,2,6.6699,0.3923
161,social,0.0588,10,5.3706,0.3159
161,study,0.0588,1,7.0753,0.4162
162,nba,0.0588,5,5.9767,0.3516
162,duncan,0.0588,8,5.5713,0.3277
162,tim,0.0588,8,5.5713,0.3277
162,david,0.0588,10,5.3706,0.3159
162,antonio,0.0588,1,7.0753,0.4162
162,avery,0.0588,1,7.0753,0.4162
162,card,0.0588,3,6.3822,0.3754
162,ginobili,0.0588,1,7.0753,0.4162
162,gospursgo,0.0588,4,6.1591,0.3623
162,johnson,0.0588,1,7.0753,0.4162
162,lot,0.0588,8,5.5713,0.3277
162,manu,0.0588,1,7.0753,0.4162
162,robinson,0.0588,1,7.0753,0.4162
162,san,0.0588,2,6.6699,0.3923
162,spurs,0.1176,4,6.1591,0.7246
162,timduncan,0.0588,4,6.1591,0.3623
163,most,0.0417,15,4.9959,0.2082
163,the,0.125,295,2.0781,0.2598
163,for,0.0417,152,2.7381,0.1141
163,will,0.0417,32,4.272,0.178
163,on,0.0417,108,3.0771,0.1282
163,from,0.0417,48,3.8767,0.1615
163,it,0.0417,70,3.5058,0.1461
163,that,0.0417,74,3.451,0.1438
163,them,0.0417,13,5.1294,0.2137
163,be,0.0417,57,3.7081,0.1545
163,well,0.0417,9,5.4659,0.2277
163,we,0.0417,41,4.0308,0.168
163,bc,0.0417,3,6.3822,0.2659
163,s,0.0417,11,5.2836,0.2201
163,admin,0.0417,6,5.8226,0.2426
163,budgetput,0.0417,1,7.0753,0.2948
163,cut,0.0417,2,6.6699,0.2779
163,dt,0.0417,1,7.0753,0.2948
163,grateful,0.0417,2,6.6699,0.2779
163,home,0.0417,4,6.1591,0.2566
163,likely,0.0417,1,7.0753,0.2948
163,shld,0.0417,1,7.0753,0.2948
164,the,0.125,295,2.0781,0.2598
164,of,0.125,180,2.57,0.3212
164,5,0.125,15,4.9959,0.6245
164,days,0.125,7,5.6891,0.7111
164,persona,0.125,6,5.8226,0.7278
164,129,0.125,1,7.0753,0.8844
164,release,0.125,1,7.0753,0.8844
164,until,0.125,1,7.0753,0.8844
165,the,0.0833,295,2.0781,0.1732
165,to,0.0833,227,2.3391,0.1949
165,in,0.0833,149,2.7579,0.2298
165,friday,0.0833,8,5.5713,0.4643
165,going,0.0833,14,5.0604,0.4217
165,happy,0.0833,10,5.3706,0.4475
165,fantasticbeasts,0.0833,14,5.0604,0.4217
165,see,0.0833,19,4.7728,0.3977
165,adorable,0.0833,1,7.0753,0.5896
165,eddie,0.0833,2,6.6699,0.5558
165,redmayne,0.0833,2,6.6699,0.5558
165,tonight,0.0833,4,6.1591,0.5133
166,the,0.125,295,2.0781,0.2598
166,with,0.0625,67,3.549,0.2218
166,via,0.0625,19,4.7728,0.2983
166,all,0.0625,38,4.1049,0.2566
166,an,0.0625,25,4.5104,0.2819
166,over,0.0625,15,4.9959,0.3122
166,us,0.0625,29,4.3673,0.273
166,cuba,0.0625,9,5.4659,0.3416
166,embargo,0.0625,9,5.4659,0.3416
166,world,0.0625,10,5.3706,0.3357
166,sends,0.0625,2,6.6699,0.4169
166,20,0.0625,3,6.3822,0.3989
166,physicians,0.0625,1,7.0753,0.4422
166,responds,0.0625,2,6.6699,0.4169
166,ussr,0.0625,1,7.0753,0.4422
167,of,0.0769,180,2.57,0.1977
167,user,0.4615,347,1.9163,0.8844
167,bihar,0.0769,1,7.0753,0.5443
167,child,0.0769,1,7.0753,0.5443
167,hospital,0.0769,1,7.0753,0.5443
167,jamui,0.0769,1,7.0753,0.5443
167,nonavailablity,0.0769,1,7.0753,0.5443
167,vaccines,0.0769,8,5.5713,0.4286
168,the,0.0714,295,2.0781,0.1484
168,user,0.4286,347,1.9163,0.8213
168,america,0.0714,6,5.8226,0.4159
168,thankyouobama,0.0714,15,4.9959,0.3569
168,world,0.0714,10,5.3706,0.3836
168,around,0.0714,5,5.9767,0.4269
168,again,0.0714,7,5.6891,0.4064
168,made,0.0714,8,5.5713,0.3979
168,respected,0.0714,1,7.0753,0.5054
169,have,0.05,49,3.8565,0.1928
169,is,0.05,163,2.6686,0.1334
169,the,0.05,295,2.0781,0.1039
169,of,0.05,180,2.57,0.1285
169,and,0.05,147,2.7713,0.1386
169,you,0.05,79,3.3865,0.1693
169,trump,0.05,61,3.6414,0.1821
169,been,0.05,13,5.1294,0.2565
169,an,0.05,25,4.5104,0.2255
169,people,0.05,32,4.272,0.2136
169,cabinet,0.05,10,5.3706,0.2685
169,full,0.05,8,5.5713,0.2786
169,next,0.05,10,5.3706,0.2685
169,cronies,0.05,1,7.0753,0.3538
169,disaster,0.05,1,7.0753,0.3538
169,dwellers,0.05,1,7.0753,0.3538
169,maga,0.05,9,5.4659,0.2733
169,swamp,0.05,1,7.0753,0.3538
169,taken,0.05,3,6.3822,0.3191
169,utter,0.05,1,7.0753,0.3538
170,a,0.125,191,2.511,0.3139
170,had,0.125,7,5.6891,0.7111
170,there,0.125,8,5.5713,0.6964
170,been,0.125,13,5.1294,0.6412
170,only,0.125,17,4.8781,0.6098
170,if,0.125,29,4.3673,0.5459
170,60,0.125,1,7.0753,0.8844
170,signor,0.125,1,7.0753,0.8844
171,is,0.0435,163,2.6686,0.116
171,the,0.1739,295,2.0781,0.3614
171,and,0.087,147,2.7713,0.241
171,user,0.0435,347,1.9163,0.0833
171,by,0.0435,43,3.9843,0.1732
171,perfect,0.0435,7,5.6891,0.2474
171,i,0.0435,114,3.0236,0.1315
171,its,0.0435,34,4.2131,0.1832
171,watching,0.0435,13,5.1294,0.223
171,am,0.0435,9,5.4659,0.2376
171,thisisus,0.0435,10,5.3706,0.2335
171,latest,0.0435,10,5.3706,0.2335
171,episode,0.0435,3,6.3822,0.2775
171,house,0.0435,2,6.6699,0.29
171,fire,0.0435,6,5.8226,0.2532
171,morning,0.0435,2,6.6699,0.29
171,quiet,0.0435,1,7.0753,0.3076
171,sitting,0.0435,1,7.0753,0.3076
171,yes,0.0435,10,5.3706,0.2335
172,the,0.1667,295,2.0781,0.3464
172,are,0.1667,59,3.6741,0.6124
172,all,0.1667,38,4.1049,0.6842
172,shruggers,0.1667,1,7.0753,1.1792
172,supremacists,0.1667,11,5.2836,0.8806
172,white,0.1667,15,4.9959,0.8327
173,a,0.0476,191,2.511,0.1196
173,the,0.0476,295,2.0781,0.099
173,4,0.0476,11,5.2836,0.2516
173,and,0.0476,147,2.7713,0.132
173,user,0.0476,347,1.9163,0.0913
173,3,0.0476,11,5.2836,0.2516
173,love,0.0476,20,4.724,0.225
173,ones,0.0476,5,5.9767,0.2846
173,2,0.0476,15,4.9959,0.2379
173,shes,0.0476,8,5.5713,0.2653
173,1,0.0476,9,5.4659,0.2603
173,biatch,0.0476,1,7.0753,0.3369
173,coz,0.0476,1,7.0753,0.3369
173,emily,0.0952,4,6.1591,0.5866
173,gilmoregirlstop4,0.0476,4,6.1591,0.2933
173,kirk,0.0476,3,6.3822,0.3039
173,michel,0.0476,2,6.6699,0.3176
173,quirky,0.0476,1,7.0753,0.3369
173,such,0.0476,5,5.9767,0.2846
173,tj,0.0476,1,7.0753,0.3369
174,the,0.0667,295,2.0781,0.1385
174,to,0.0667,227,2.3391,0.1559
174,are,0.0667,59,3.6741,0.2449
174,out,0.0667,28,4.4012,0.2934
174,work,0.0667,10,5.3706,0.358
174,it,0.0667,70,3.5058,0.2337
174,thankyouobama,0.0667,15,4.9959,0.3331
174,jesus,0.0667,3,6.3822,0.4255
174,can,0.0667,37,4.1309,0.2754
174,tears,0.0667,4,6.1591,0.4106
174,along,0.0667,2,6.6699,0.4447
174,background,0.0667,1,7.0753,0.4717
174,breasts,0.0667,1,7.0753,0.4717
174,clapping,0.0667,1,7.0753,0.4717
174,singers,0.0667,1,7.0753,0.4717
175,a,0.0455,191,2.511,0.1141
175,the,0.0455,295,2.0781,0.0945
175,guy,0.0455,8,5.5713,0.2532
175,no,0.0455,23,4.5904,0.2087
175,who,0.0455,25,4.5104,0.205
175,from,0.0455,48,3.8767,0.1762
175,get,0.0455,28,4.4012,0.2001
175,trumps,0.0455,13,5.1294,0.2332
175,nazi,0.0455,6,5.8226,0.2647
175,officer,0.0455,2,6.6699,0.3032
175,calls,0.0455,5,5.9767,0.2717
175,thats,0.0455,8,5.5713,0.2532
175,1940,0.0455,1,7.0753,0.3216
175,bounds,0.0455,1,7.0753,0.3216
175,george,0.0455,6,5.8226,0.2647
175,insecurity,0.0455,1,7.0753,0.3216
175,knows,0.0455,2,6.6699,0.3032
175,now,0.0455,23,4.5904,0.2087
175,o,0.0455,2,6.6699,0.3032
175,rid,0.0455,4,6.1591,0.28
175,soros,0.0455,5,5.9767,0.2717
175,ss,0.0455,1,7.0753,0.3216
176,of,0.0909,180,2.57,0.2336
176,young,0.0909,14,5.0604,0.46
176,nbawards,0.0909,11,5.2836,0.4803
176,our,0.0909,19,4.7728,0.4339
176,authors,0.0909,1,7.0753,0.6432
176,calreid,0.0909,1,7.0753,0.6432
176,literature,0.0909,1,7.0753,0.6432
176,miamibookfair2016,0.0909,2,6.6699,0.6064
176,opens,0.0909,3,6.3822,0.5802
176,panel,0.0909,1,7.0753,0.6432
176,peoples,0.0909,2,6.6699,0.6064
177,user,0.3,347,1.9163,0.5749
177,allen,0.1,11,5.2836,0.5284
177,grayson,0.1,12,5.2035,0.5204
177,yeah,0.1,8,5.5713,0.5571
177,17,0.1,1,7.0753,0.7075
177,points,0.1,4,6.1591,0.6159
177,vs,0.1,4,6.1591,0.6159
177,wm,0.1,1,7.0753,0.7075
178,the,0.0625,295,2.0781,0.1299
178,are,0.0625,59,3.6741,0.2296
178,how,0.0625,41,4.0308,0.2519
178,be,0.0625,57,3.7081,0.2318
178,best,0.0625,11,5.2836,0.3302
178,if,0.0625,29,4.3673,0.273
178,they,0.0625,30,4.3345,0.2709
178,think,0.0625,16,4.9353,0.3085
178,can,0.0625,37,4.1309,0.2582
178,greatest,0.0625,4,6.1591,0.3849
178,dont,0.0625,24,4.5496,0.2844
178,supremacists,0.0625,11,5.2836,0.3302
178,white,0.0625,15,4.9959,0.3122
178,altrightistsidentitarians,0.0625,1,7.0753,0.4422
178,supremethe,0.0625,1,7.0753,0.4422
178,whites,0.0625,1,7.0753,0.4422
179,the,0.0833,295,2.0781,0.1732
179,to,0.0833,227,2.3391,0.1949
179,user,0.25,347,1.9163,0.4791
179,today,0.0833,10,5.3706,0.4475
179,latest,0.0833,10,5.3706,0.4475
179,thanks,0.0833,8,5.5713,0.4643
179,httpstcovd7t22sve7,0.0833,1,7.0753,0.5896
179,notpp,0.0833,1,7.0753,0.5896
179,stoptpp,0.0833,1,7.0753,0.5896
179,tpp,0.0833,4,6.1591,0.5133
180,most,0.1,15,4.9959,0.4996
180,vegetarianism,0.1,11,5.2836,0.5284
180,user,0.1,347,1.9163,0.1916
180,its,0.2,34,4.2131,0.8426
180,must,0.1,5,5.9767,0.5977
180,be,0.1,57,3.7081,0.3708
180,appealing,0.1,1,7.0753,0.7075
180,aspect,0.1,1,7.0753,0.7075
180,surely,0.1,1,7.0753,0.7075
181,a,0.05,191,2.511,0.1255
181,is,0.05,163,2.6686,0.1334
181,the,0.1,295,2.0781,0.2078
181,to,0.05,227,2.3391,0.117
181,with,0.05,67,3.549,0.1774
181,of,0.05,180,2.57,0.1285
181,and,0.05,147,2.7713,0.1386
181,user,0.05,347,1.9163,0.0958
181,how,0.05,41,4.0308,0.2015
181,comey,0.05,7,5.6891,0.2845
181,this,0.05,78,3.399,0.17
181,putin,0.05,8,5.5713,0.2786
181,4th,0.05,1,7.0753,0.3538
181,conspired,0.05,1,7.0753,0.3538
181,estate,0.05,1,7.0753,0.3538
181,failure,0.05,2,6.6699,0.3335
181,major,0.05,2,6.6699,0.3335
181,russia,0.05,6,5.8226,0.2911
181,steal,0.05,1,7.0753,0.3538
182,to,0.0455,227,2.3391,0.1063
182,with,0.0455,67,3.549,0.1613
182,at,0.0455,45,3.9399,0.1791
182,of,0.0455,180,2.57,0.1168
182,by,0.0455,43,3.9843,0.1811
182,college,0.0455,7,5.6891,0.2586
182,electoral,0.0455,7,5.6891,0.2586
182,from,0.0455,48,3.8767,0.1762
182,candidate,0.0455,3,6.3822,0.2901
182,they,0.0455,30,4.3345,0.197
182,states,0.0455,3,6.3822,0.2901
182,popular,0.0909,7,5.6891,0.5172
182,vote,0.0455,7,5.6891,0.2586
182,created,0.0455,3,6.3822,0.2901
182,getting,0.0455,4,6.1591,0.28
182,bigger,0.0455,1,7.0753,0.3216
182,help,0.0455,9,5.4659,0.2485
182,least,0.0455,1,7.0753,0.3216
182,less,0.0455,1,7.0753,0.3216
182,prevent,0.0455,3,6.3822,0.2901
182,victory,0.0455,4,6.1591,0.28
183,about,0.1,37,4.1309,0.4131
183,for,0.1,152,2.7381,0.2738
183,how,0.1,41,4.0308,0.4031
183,marijuana,0.1,5,5.9767,0.5977
183,medical,0.1,5,5.9767,0.5977
183,more,0.1,29,4.3673,0.4367
183,arthritis,0.1,1,7.0753,0.7075
183,eases,0.1,1,7.0753,0.7075
183,learn,0.1,1,7.0753,0.7075
183,suffering,0.1,1,7.0753,0.7075
184,a,0.1481,191,2.511,0.372
184,is,0.037,163,2.6686,0.0988
184,to,0.037,227,2.3391,0.0866
184,vegetarianism,0.037,11,5.2836,0.1957
184,like,0.037,31,4.3028,0.1594
184,not,0.037,57,3.7081,0.1373
184,as,0.037,46,3.9183,0.1451
184,its,0.037,34,4.2131,0.156
184,so,0.037,43,3.9843,0.1476
184,n,0.037,4,6.1591,0.2281
184,it,0.037,70,3.5058,0.1298
184,if,0.037,29,4.3673,0.1618
184,u,0.037,14,5.0604,0.1874
184,also,0.037,7,5.6891,0.2107
184,dont,0.037,24,4.5496,0.1685
184,youre,0.037,10,5.3706,0.1989
184,cheat,0.037,1,7.0753,0.262
184,diet,0.0741,3,6.3822,0.4728
184,dumb,0.037,3,6.3822,0.2364
184,lifestyle,0.037,1,7.0753,0.262
184,referring,0.037,1,7.0753,0.262
184,treat,0.037,1,7.0753,0.262
184,vegetarian,0.037,1,7.0753,0.262
185,about,0.0714,37,4.1309,0.2951
185,of,0.0714,180,2.57,0.1836
185,and,0.0714,147,2.7713,0.1979
185,user,0.0714,347,1.9163,0.1369
185,he,0.0714,32,4.272,0.3051
185,for,0.0714,152,2.7381,0.1956
185,in,0.0714,149,2.7579,0.197
185,was,0.0714,41,4.0308,0.2879
185,right,0.0714,19,4.7728,0.3409
185,2002,0.0714,1,7.0753,0.5054
185,defense,0.0714,1,7.0753,0.5054
185,iraqhttpstcozy07zwx96a,0.0714,1,7.0753,0.5054
185,secretary,0.0714,1,7.0753,0.5054
185,trumptransitionteamjimwebbusa,0.0714,1,7.0753,0.5054
186,a,0.1111,191,2.511,0.279
186,of,0.1111,180,2.57,0.2856
186,trump,0.1111,61,3.6414,0.4046
186,15,0.1111,3,6.3822,0.7091
186,young,0.1111,14,5.0604,0.5623
186,melania,0.1111,7,5.6891,0.6321
186,photos,0.1111,2,6.6699,0.7411
186,rich,0.1111,3,6.3822,0.7091
186,stunning,0.1111,1,7.0753,0.7861
187,is,0.0556,163,2.6686,0.1483
187,the,0.0556,295,2.0781,0.1155
187,with,0.0556,67,3.549,0.1972
187,on,0.0556,108,3.0771,0.171
187,trumps,0.0556,13,5.1294,0.285
187,tcot,0.0556,5,5.9767,0.332
187,his,0.0556,26,4.4727,0.2485
187,appointment,0.0556,3,6.3822,0.3546
187,enemies,0.0556,3,6.3822,0.3546
187,jitso,0.0556,1,7.0753,0.3931
187,ju,0.0556,1,7.0753,0.3931
187,nikkihaley,0.0556,1,7.0753,0.3931
187,part,0.0556,6,5.8226,0.3235
187,political,0.0556,4,6.1591,0.3422
187,positions,0.0556,1,7.0753,0.3931
187,rewarding,0.0556,1,7.0753,0.3931
187,unitednations,0.0556,2,6.6699,0.3705
187,worthless,0.0556,1,7.0753,0.3931
188,my,0.3333,49,3.8565,1.2855
188,grind,0.3333,1,7.0753,2.3584
188,match,0.3333,1,7.0753,2.3584
189,a,0.0526,191,2.511,0.1322
189,user,0.0526,347,1.9163,0.1009
189,me,0.0526,27,4.4363,0.2335
189,im,0.0526,33,4.2421,0.2233
189,much,0.0526,8,5.5713,0.2932
189,in,0.0526,149,2.7579,0.1452
189,so,0.0526,43,3.9843,0.2097
189,that,0.0526,74,3.451,0.1816
189,this,0.0526,78,3.399,0.1789
189,happiness,0.0526,3,6.3822,0.3359
189,thankyouobama,0.0526,15,4.9959,0.2629
189,4everythingthis,0.0526,1,7.0753,0.3724
189,already,0.0526,8,5.5713,0.2932
189,beyond,0.0526,1,7.0753,0.3724
189,giving,0.0526,2,6.6699,0.351
189,grieving,0.0526,1,7.0753,0.3724
189,messanxious,0.0526,1,7.0753,0.3724
189,moment,0.0526,4,6.1591,0.3242
189,specials,0.0526,1,7.0753,0.3724
190,is,0.0769,163,2.6686,0.2053
190,guy,0.0769,8,5.5713,0.4286
190,3,0.0769,11,5.2836,0.4064
190,that,0.0769,74,3.451,0.2655
190,watching,0.0769,13,5.1294,0.3946
190,fucking,0.0769,3,6.3822,0.4909
190,david,0.0769,10,5.3706,0.4131
190,blaine,0.0769,6,5.8226,0.4479
190,hours,0.0769,2,6.6699,0.5131
190,ridiculous,0.0769,3,6.3822,0.4909
190,spent,0.0769,2,6.6699,0.5131
190,videos,0.0769,1,7.0753,0.5443
190,youtube,0.0769,2,6.6699,0.5131
191,by,0.0769,43,3.9843,0.3065
191,in,0.0769,149,2.7579,0.2121
191,forces,0.0769,2,6.6699,0.5131
191,being,0.0769,13,5.1294,0.3946
191,us,0.0769,29,4.3673,0.3359
191,allied,0.0769,1,7.0753,0.5443
191,antihouthi,0.0769,1,7.0753,0.5443
191,funded,0.0769,1,7.0753,0.5443
191,hospitals,0.0769,1,7.0753,0.5443
191,saudi,0.0769,2,6.6699,0.5131
191,taiz,0.0769,1,7.0753,0.5443
191,terrorised,0.0769,1,7.0753,0.5443
191,yemen,0.0769,3,6.3822,0.4909
192,by,0.0769,43,3.9843,0.3065
192,in,0.0769,149,2.7579,0.2121
192,cy,0.0769,9,5.4659,0.4205
192,young,0.0769,14,5.0604,0.3893
192,win,0.0769,10,5.3706,0.4131
192,verlander,0.0769,7,5.6891,0.4376
